WorkerId, Name, Role, SallaryPerHour, JoinDate, LeftDate, BirthDate, Email
3891,Kevin Rollins,Cleaner,82.42,2010-08-17,2020-10-01,1980-02-02,Kevin-Rollins792@gmail.com
3892,Katrina Hawkins,Exhibit Designer,51.23,2017-06-27,2020-09-08,1953-06-19,KatrinaHawkins716@gmail.com
3893,Christopher Holder,Archivist,73.21,2014-10-07,2022-01-19,1986-08-24,ChristopherHolder305@hotmail.com
3894,Michael Coleman,Educator/Guide,57.06,1988-11-01,2011-02-23,1954-05-20,Michael-Coleman124@gmail.com
3895,Brenda York,Guard,54.36,1988-09-14,1990-07-17,1965-02-11,BrendaYork861@hotmail.com
3896,Taylor Miller,Archivist,105.01,2005-06-10,2014-10-19,1981-09-09,Taylor_Miller812@hotmail.com
3897,Donna Campbell,Archivist,119.33,2017-11-14,2022-02-02,1988-12-22,DonnaCampbell795@outlook.com
3898,William Wells,Cleaner,89.27,1999-08-11,2013-02-24,1972-05-09,William_Wells995@outlook.com
3899,Taylor Walker,Educator/Guide,37.48,2022-04-26,2022-04-30,2001-04-22,Taylor-Walker172@gmail.com
3900,Belinda Combs,Educator/Guide,116.18,2009-11-09,2022-02-02,1974-06-01,BelindaCombs525@walla.com
3901,Daniel Hamilton,Manager,66.63,1996-03-31,2017-07-15,1974-01-27,DanielHamilton34@hotmail.com
3902,Jennifer Humphrey,Registrar,88.67,2015-08-20,2018-09-18,1982-09-23,Jennifer_Humphrey866@gmail.com
3903,Albert English,Cleaner,104.67,2005-02-14,2014-04-05,1972-12-27,Albert-English250@gmail.com
3904,Miranda Ruiz,Cleaner,32.22,2010-03-10,2012-05-06,1978-11-07,MirandaRuiz613@hotmail.com
3905,William Miller,Registrar,112.86,2012-01-20,2012-08-07,1972-10-13,WilliamMiller660@walla.com
3906,Adam Robinson,Archivist,111.83,2019-08-07,2020-10-04,1957-10-31,Adam_Robinson319@walla.com
3907,Laura Acosta,Manager,55.37,1992-05-27,2012-11-19,1956-03-09,Laura_Acosta767@gmail.com
3908,Kimberly Clay,Registrar,83.93,2000-09-12,2021-06-16,1971-06-24,Kimberly-Clay692@hotmail.com
3909,Greg Harmon,Exhibit Designer,87.22,2015-02-21,2017-06-21,1954-09-11,Greg_Harmon846@hotmail.com
3910,Gina Medina,Conservator,96.68,1992-12-25,2017-11-13,1970-06-28,Gina-Medina489@gmail.com
3911,Steven Zimmerman,Educator/Guide,83.99,2020-06-23,2021-09-23,1954-08-19,StevenZimmerman858@gmail.com
3912,Andrea Massey,Registrar,66.51,1999-11-22,2001-08-27,1958-03-30,Andrea-Massey994@outlook.com
3913,Calvin Levy,Exhibit Designer,76.11,2017-02-07,2022-04-20,1988-07-29,Calvin_Levy773@gmail.com
3914,Kevin Franklin,Curators,86.84,2014-11-23,2016-03-17,1981-06-03,Kevin_Franklin74@gmail.com
3915,Michael Blackwell,Archivist,86.57,2008-04-10,2021-08-01,1977-10-17,Michael-Blackwell566@gmail.com
3916,Alexandra Rogers,Exhibit Designer,49.87,2011-04-23,2018-10-14,1985-05-13,AlexandraRogers30@hotmail.com
3917,Frank Huynh,Exhibit Designer,114.01,2019-09-19,2019-10-20,1957-06-01,FrankHuynh160@hotmail.com
3918,Kelly Moore,Curators,70.51,1990-09-29,1995-08-22,1964-02-03,Kelly-Moore460@outlook.com
3919,Jillian Ross,Archivist,60.50,1976-11-23,1993-09-21,1955-09-03,Jillian_Ross804@gmail.com
3920,Raymond Williams,Exhibit Designer,78.30,2003-06-21,2014-11-10,1982-04-05,Raymond-Williams722@gmail.com
3921,Kelsey Jacobson,Conservator,106.25,2015-08-22,2019-01-22,1955-06-16,KelseyJacobson724@gmail.com
3922,Paul Yoder,Exhibit Designer,41.25,2010-01-25,2018-06-13,1953-09-16,Paul_Yoder920@gmail.com
3923,Andrew Sandoval,Educator/Guide,98.07,1988-12-02,1992-08-28,1964-01-11,AndrewSandoval57@gmail.com
3924,James Hurley,Curators,82.44,2021-11-07,2021-12-26,1999-05-09,JamesHurley783@gmail.com
3925,Christopher Tyler,Cleaner,87.61,2012-12-12,2020-05-01,1975-02-28,ChristopherTyler114@outlook.com
3926,Terri Rose,Curators,81.35,2000-02-02,2010-07-13,1963-07-13,Terri_Rose181@walla.com
3927,Kayla Page,Registrar,85.37,2008-11-08,2012-08-18,1969-07-25,Kayla_Page599@gmail.com
3928,William Glass,Curators,106.14,2013-04-08,2021-02-20,1991-02-05,William_Glass604@gmail.com
3929,Michael Sandoval,Cleaner,67.46,2015-04-15,2021-03-11,1954-11-14,MichaelSandoval480@gmail.com
3930,Michael Adams,Manager,87.08,2016-07-07,2017-05-06,1963-05-01,Michael_Adams799@gmail.com
3931,Brandon Mcdonald,Registrar,31.60,2001-12-10,2017-12-16,1970-05-29,Brandon-Mcdonald689@outlook.com
3932,Regina Carlson,Manager,52.12,1987-06-09,2016-02-16,1961-11-01,Regina-Carlson548@outlook.com
3933,Samuel Leblanc,Conservator,73.62,2021-08-10,2021-12-17,1980-06-09,Samuel_Leblanc790@gmail.com
3934,Claudia Lawson,Guard,64.16,2015-05-16,2018-12-04,1985-11-28,Claudia-Lawson78@gmail.com
3935,Zachary Burke,Archivist,34.53,1990-05-29,2006-06-14,1963-02-15,Zachary_Burke342@outlook.com
3936,Natasha Gregory,Guard,88.07,2015-02-17,2017-09-30,1952-06-30,Natasha_Gregory522@hotmail.com
3937,Shawn Patel Jr.,Curators,114.18,2012-11-28,2017-04-04,1984-09-05,ShawnPatelJr.306@gmail.com
3938,Jeffrey Morales,Cleaner,104.70,2021-07-31,2022-04-25,1988-03-02,JeffreyMorales439@walla.com
3939,Janet Perez,Curators,104.32,2011-04-27,2022-02-07,1957-09-06,Janet-Perez384@outlook.com
3940,Christopher Flores,Registrar,89.05,2021-10-12,2021-10-24,1997-05-02,ChristopherFlores985@gmail.com
3941,Edwin Chapman,Curators,108.70,2014-08-19,2019-12-02,1971-07-29,EdwinChapman746@hotmail.com
3942,Gary Black,Conservator,64.98,2014-01-01,2017-09-02,1991-02-01,Gary-Black569@hotmail.com
3943,Matthew Sparks,Registrar,109.59,1988-12-25,2005-07-16,1957-12-26,Matthew_Sparks292@gmail.com
3944,Jesse Anderson,Archivist,67.31,2022-05-08,2022-05-09,1991-01-31,JesseAnderson809@gmail.com
3945,Michael Brown,Archivist,42.99,2014-05-30,2022-02-26,1992-12-10,Michael_Brown681@outlook.com
3946,Joseph Martin,Exhibit Designer,47.84,2019-11-11,2019-12-14,1988-08-20,Joseph-Martin174@gmail.com
3947,Jonathan Hernandez,Conservator,114.38,2000-10-08,2012-08-08,1975-10-31,Jonathan-Hernandez771@gmail.com
3948,Whitney Robinson,Archivist,103.22,2018-10-24,2019-08-19,1952-09-28,WhitneyRobinson550@hotmail.com
3949,Richard Williams,Curators,88.77,2005-03-04,2006-06-26,1977-04-02,Richard-Williams857@gmail.com
3950,Allison Galvan,Guard,59.41,2022-02-08,2022-02-18,1998-09-01,Allison-Galvan633@gmail.com
3951,Jennifer Buchanan,Registrar,66.67,1990-01-13,2016-03-27,1966-01-08,Jennifer_Buchanan437@gmail.com
3952,Donald Miller,Archivist,117.75,2006-03-29,2008-10-12,1963-01-22,DonaldMiller309@gmail.com
3953,Michelle Adams,Exhibit Designer,92.22,2022-03-21,2022-04-26,2001-02-12,MichelleAdams456@outlook.com
3954,Jordan Conway,Manager,71.53,2014-01-18,2018-10-30,1962-06-12,JordanConway759@gmail.com
3955,Melissa Guzman,Cleaner,59.86,2022-04-18,2022-05-08,2001-04-12,MelissaGuzman264@gmail.com
3956,Wendy Kerr,Conservator,44.19,2018-03-08,2020-11-01,1978-08-29,Wendy_Kerr437@gmail.com
3957,Andrea Collins,Curators,68.17,1985-04-14,2021-12-10,1963-10-23,Andrea-Collins475@gmail.com
3958,Christina Adkins,Registrar,105.12,2020-06-24,2020-10-26,1994-06-17,Christina-Adkins385@gmail.com
3959,Wendy Parsons,Guard,65.54,2014-05-19,2018-05-31,1982-12-12,Wendy-Parsons14@gmail.com
3960,Mr. George Patton,Exhibit Designer,60.71,2008-07-22,2012-08-01,1952-06-20,Mr.GeorgePatton318@outlook.com
3961,Matthew Lopez,Manager,47.20,2017-11-06,2021-09-17,1973-10-25,Matthew-Lopez106@walla.com
3962,Todd Velazquez,Exhibit Designer,60.32,2020-10-04,2021-09-06,1997-09-24,Todd-Velazquez577@gmail.com
3963,Scott Sparks,Exhibit Designer,90.66,2022-05-03,2022-05-09,2000-03-20,Scott_Sparks626@outlook.com
3964,Keith Lloyd,Cleaner,32.78,2021-01-03,2021-03-04,1987-06-12,KeithLloyd592@hotmail.com
3965,Angela Brewer,Guard,107.34,2016-01-04,2021-06-11,1978-03-19,Angela-Brewer409@gmail.com
3966,Amy Gardner,Guard,112.47,2007-10-30,2021-12-14,1981-05-04,AmyGardner828@outlook.com
3967,Lisa Adkins,Exhibit Designer,97.45,1998-03-23,2007-08-18,1964-11-27,Lisa_Adkins81@outlook.com
3968,Nathan Martin,Archivist,82.30,2022-01-21,2022-04-16,1996-10-02,Nathan-Martin9@hotmail.com
3969,Suzanne Ibarra,Conservator,112.17,1998-02-25,1999-04-03,1973-01-20,Suzanne-Ibarra29@gmail.com
3970,Kenneth Werner,Educator/Guide,89.43,2016-04-17,2017-02-15,1994-10-12,Kenneth-Werner247@gmail.com
3971,Andrea Bailey,Registrar,42.47,1981-10-11,2009-07-12,1956-02-17,AndreaBailey472@gmail.com
3972,Robyn Hernandez,Registrar,65.92,2020-08-15,2021-08-01,1977-10-27,Robyn-Hernandez978@hotmail.com
3973,Kristen Thomas,Cleaner,109.41,1989-02-03,2000-06-24,1953-07-05,Kristen_Thomas578@gmail.com
3974,Kelly Mendez,Educator/Guide,69.04,1996-08-04,2014-02-20,1955-11-17,Kelly-Mendez450@walla.com
3975,Jacqueline Miller,Curators,69.95,2019-09-06,2021-02-26,1981-03-14,JacquelineMiller223@walla.com
3976,Denise Browning,Educator/Guide,72.06,2020-12-08,2021-04-15,1990-08-18,DeniseBrowning949@gmail.com
3977,Nancy Garza,Cleaner,91.00,2002-10-10,2017-03-03,1973-06-05,Nancy_Garza694@gmail.com
3978,George Kane,Archivist,61.75,2011-02-17,2017-09-27,1966-01-21,George-Kane171@gmail.com
3979,Christopher Barnett,Conservator,46.95,2020-03-08,2021-11-18,1988-12-12,ChristopherBarnett534@outlook.com
3980,Jennifer Robertson,Conservator,33.99,2003-01-23,2003-05-17,1976-07-17,JenniferRobertson671@gmail.com
3981,Mary Taylor,Guard,94.92,2011-08-01,2016-02-11,1987-12-10,Mary_Taylor609@gmail.com
3982,Crystal Hopkins,Educator/Guide,32.11,2011-02-13,2020-03-15,1964-06-11,Crystal_Hopkins877@gmail.com
3983,Frank Jacobs,Registrar,66.86,2008-11-26,2021-06-16,1983-08-24,Frank-Jacobs249@walla.com
3984,Shawn Edwards,Curators,107.37,2019-05-13,2020-05-11,1997-03-14,Shawn_Edwards347@walla.com
3985,Timothy Jackson,Exhibit Designer,73.17,2002-08-02,2002-10-16,1980-08-31,Timothy_Jackson928@hotmail.com
3986,Lydia Ray,Manager,83.94,1989-03-02,2022-03-17,1966-05-23,Lydia_Ray476@gmail.com
3987,Nancy Mitchell,Cleaner,105.52,2013-11-22,2016-05-03,1985-01-29,Nancy-Mitchell741@hotmail.com
3988,Dennis Ellis,Curators,30.09,2018-04-10,2019-11-17,1987-07-10,DennisEllis735@hotmail.com
3989,Jason Torres,Registrar,39.73,2004-09-17,2015-06-21,1975-06-10,Jason-Torres500@gmail.com
3990,Jennifer Olsen,Cleaner,47.79,2021-06-01,2021-12-23,2000-01-01,JenniferOlsen225@gmail.com
3991,Daniel Davis,Educator/Guide,67.95,2004-12-15,2014-09-29,1965-11-27,DanielDavis367@gmail.com
3992,Lynn Rice,Conservator,113.39,2021-11-23,2022-01-06,2000-01-30,Lynn_Rice375@hotmail.com
3993,Brett Martinez,Educator/Guide,103.53,2014-11-03,2016-03-24,1978-10-07,Brett-Martinez539@hotmail.com
3994,Karen Jones,Guard,75.35,2008-09-28,2013-09-15,1975-02-22,Karen_Jones71@gmail.com
3995,Regina Adams,Guard,37.78,2018-08-23,2018-10-19,1988-10-28,Regina_Adams815@gmail.com
3996,Jaime Gordon,Cleaner,35.56,2018-05-28,2021-05-29,1971-06-27,JaimeGordon146@gmail.com
3997,Matthew Reyes,Conservator,117.41,2007-01-19,2010-03-22,1984-03-04,Matthew_Reyes921@gmail.com
3998,Elizabeth Jenkins,Guard,35.99,2020-02-02,2021-02-07,1997-06-09,Elizabeth_Jenkins571@gmail.com
3999,Stephen Baker,Cleaner,58.42,1995-03-12,1997-07-26,1973-08-25,Stephen-Baker526@walla.com
4000,Tina Hill,Exhibit Designer,85.49,2002-09-05,2014-03-07,1952-06-15,TinaHill381@hotmail.com
4001,Ashley Nunez,Exhibit Designer,99.52,2018-04-12,2020-02-22,1983-07-16,Ashley-Nunez660@outlook.com
4002,Jason Hart,Manager,76.69,2015-04-19,2015-12-01,1991-11-07,Jason-Hart119@outlook.com
4003,Erica Johnson,Exhibit Designer,32.36,2015-01-23,2015-08-31,1981-09-11,Erica_Johnson152@gmail.com
4004,Amber Floyd DDS,Conservator,103.21,1985-10-21,2014-02-11,1954-03-17,Amber-Floyd-DDS227@gmail.com
4005,Peter Coleman,Educator/Guide,82.45,2019-08-07,2021-01-20,1953-06-02,PeterColeman130@gmail.com
4006,Dwayne Bowman,Cleaner,54.81,2021-01-21,2021-03-01,1965-08-14,Dwayne_Bowman914@gmail.com
4007,Erik Long,Curators,117.77,2009-04-17,2016-12-26,1966-08-16,Erik_Long711@gmail.com
4008,Matthew Bishop,Exhibit Designer,115.55,2020-06-16,2020-10-30,1964-05-03,MatthewBishop655@gmail.com
4009,Victor Castillo,Guard,36.16,2015-10-27,2020-06-16,1991-07-22,Victor-Castillo443@gmail.com
4010,Christina Stanley,Conservator,81.62,2005-01-20,2015-04-17,1979-05-16,ChristinaStanley770@gmail.com
4011,Jacqueline Chambers,Educator/Guide,112.33,2019-12-31,2020-10-20,1993-08-29,Jacqueline-Chambers437@gmail.com
4012,Andrew Stokes,Exhibit Designer,96.82,2019-07-21,2022-02-17,1984-05-16,Andrew_Stokes628@hotmail.com
4013,Danielle Davies,Cleaner,101.64,2016-09-05,2019-05-16,1993-11-28,Danielle_Davies859@gmail.com
4014,Brittany Baker,Guard,87.62,1999-12-21,2003-10-10,1966-09-07,BrittanyBaker466@outlook.com
4015,Rachel Foster,Cleaner,100.75,2005-07-19,2007-02-12,1980-01-06,Rachel-Foster582@gmail.com
4016,Mary Stewart,Educator/Guide,107.63,2002-10-21,2012-11-28,1981-10-20,Mary-Stewart768@outlook.com
4017,John Smith,Manager,104.40,1993-05-19,1997-04-16,1962-12-07,John_Smith374@gmail.com
4018,Elizabeth Villanueva,Registrar,74.99,2007-05-02,2015-05-07,1983-06-10,Elizabeth-Villanueva563@gmail.com
4019,Shawn Walters,Curators,97.47,2009-02-09,2021-05-13,1983-11-04,Shawn_Walters968@gmail.com
4020,Carla Perez,Registrar,45.49,2016-07-14,2017-08-30,1969-04-13,Carla-Perez351@gmail.com
4021,Bradley Richardson,Guard,61.63,2019-04-22,2021-09-07,1996-04-18,BradleyRichardson260@gmail.com
4022,Brenda Burton,Cleaner,33.18,2015-09-07,2017-06-28,1952-10-02,BrendaBurton592@hotmail.com
4023,Derek Bridges,Cleaner,115.04,2022-01-11,2022-03-14,1994-02-05,Derek_Bridges521@outlook.com
4024,Cynthia Bell,Curators,61.06,1991-09-23,2009-04-16,1955-02-08,CynthiaBell759@outlook.com
4025,Daniel Jones,Exhibit Designer,108.29,2015-05-28,2016-07-30,1985-06-20,Daniel_Jones675@gmail.com
4026,Lisa Todd,Conservator,116.93,2007-05-01,2018-10-27,1969-05-10,Lisa_Todd309@gmail.com
4027,Roger Kirk,Curators,51.45,2017-09-08,2020-08-04,1989-11-30,Roger-Kirk906@gmail.com
4028,Renee Anderson,Conservator,114.44,2011-06-03,2021-11-08,1983-07-15,ReneeAnderson977@gmail.com
4029,Elizabeth Singh DDS,Curators,117.48,1992-12-14,2004-04-12,1956-10-16,ElizabethSinghDDS610@hotmail.com
4030,Nathan Short,Educator/Guide,71.39,2010-01-09,2022-03-11,1968-02-24,Nathan_Short975@gmail.com
4031,Monique Fernandez,Cleaner,39.06,1988-08-18,2004-07-02,1961-01-29,Monique-Fernandez277@gmail.com
4032,Ruth Jones,Manager,90.27,2015-01-20,2015-05-30,1964-11-20,Ruth_Jones391@gmail.com
4033,Richard Dawson,Guard,119.52,2007-04-27,2008-07-02,1986-04-09,Richard-Dawson460@outlook.com
4034,Casey Stewart,Archivist,112.99,2017-05-26,2019-06-11,1993-04-14,CaseyStewart149@gmail.com
4035,Hunter Bowman,Conservator,56.15,2007-05-23,2011-02-08,1983-05-19,HunterBowman190@gmail.com
4036,Nicole Vazquez,Exhibit Designer,61.51,2001-07-01,2004-03-21,1975-08-07,Nicole_Vazquez26@gmail.com
4037,Ronnie Stafford,Conservator,102.54,2020-11-02,2022-04-18,1974-01-27,Ronnie_Stafford529@gmail.com
4038,Christina Christian,Archivist,45.51,2007-05-03,2018-06-02,1977-08-19,Christina-Christian142@gmail.com
4039,Lindsey Martinez,Registrar,79.32,2018-05-03,2020-02-08,1987-07-29,Lindsey_Martinez592@hotmail.com
4040,Tom Johnson,Cleaner,115.51,2016-02-09,2018-05-17,1981-01-10,TomJohnson126@hotmail.com
4041,Valerie Jones,Educator/Guide,68.38,2021-11-13,2022-03-29,1977-01-18,Valerie-Jones293@gmail.com
4042,Brandon Hayes,Guard,101.22,2000-01-22,2018-01-05,1977-02-04,Brandon-Hayes961@gmail.com
4043,Michael Delgado,Curators,56.95,2016-12-05,2021-06-07,1993-10-06,Michael-Delgado356@hotmail.com
4044,Brian Olson,Archivist,35.19,2017-09-12,2019-08-04,1995-11-29,Brian_Olson752@outlook.com
4045,Connie Hancock,Exhibit Designer,99.81,2017-11-02,2020-12-09,1996-03-13,ConnieHancock522@outlook.com
4046,Randall Hernandez,Cleaner,30.91,2021-03-12,2021-07-04,1956-12-18,RandallHernandez580@gmail.com
4047,Lauren Shields,Manager,80.27,2021-04-28,2022-03-15,2000-02-18,Lauren_Shields265@gmail.com
4048,Kimberly Martinez,Registrar,52.34,2017-08-27,2020-03-08,1991-01-03,Kimberly-Martinez544@gmail.com
4049,Maureen Farley,Guard,118.07,2005-08-17,2019-06-01,1971-03-24,Maureen_Farley410@hotmail.com
4050,Wendy Edwards,Curators,117.16,2015-08-27,2019-01-23,1983-05-23,Wendy-Edwards5@gmail.com
4051,John Munoz,Registrar,33.38,2013-06-18,2016-09-21,1963-10-21,John_Munoz853@hotmail.com
4052,Casey Miller,Cleaner,50.73,1986-06-21,1987-07-22,1962-10-30,CaseyMiller10@hotmail.com
4053,Lauren Mills,Manager,46.92,2005-07-22,2012-04-29,1962-09-27,LaurenMills757@hotmail.com
4054,Anna Jordan,Manager,79.33,2008-05-16,2015-10-22,1986-02-09,AnnaJordan15@gmail.com
4055,Stephen Brock,Exhibit Designer,55.28,2021-04-24,2021-12-19,1966-06-10,Stephen-Brock355@hotmail.com
4056,Carlos Baker,Archivist,31.19,2015-04-05,2019-03-07,1988-03-09,CarlosBaker161@gmail.com
4057,Ryan Shannon,Curators,59.57,2004-09-15,2013-05-05,1973-01-16,Ryan_Shannon633@hotmail.com
4058,Jessica Avila,Exhibit Designer,88.24,2017-01-13,2019-03-06,1968-09-11,JessicaAvila850@outlook.com
4059,Jose Hill,Guard,104.08,2007-03-10,2013-11-11,1978-02-04,Jose_Hill466@hotmail.com
4060,Lori Smith,Registrar,118.34,1994-03-17,1999-10-03,1970-09-02,LoriSmith334@hotmail.com
4061,Carrie Gutierrez,Educator/Guide,61.87,2002-10-31,2015-07-31,1965-04-22,Carrie-Gutierrez909@outlook.com
4062,Christopher Medina,Conservator,36.87,2021-10-09,2021-12-09,2000-06-15,ChristopherMedina568@gmail.com
4063,John Randall,Manager,49.08,1985-11-03,2009-06-20,1959-12-21,JohnRandall904@outlook.com
4064,Amanda Park,Conservator,39.04,2021-11-13,2022-01-29,1997-09-19,AmandaPark212@gmail.com
4065,Mary Curtis,Conservator,112.95,2021-12-10,2022-01-24,2000-10-10,MaryCurtis934@gmail.com
4066,Jessica Barron,Exhibit Designer,58.96,2019-04-07,2021-11-15,1995-07-08,JessicaBarron381@gmail.com
4067,Jacob Rosario,Conservator,99.28,2018-12-11,2019-08-24,1992-10-07,JacobRosario175@walla.com
4068,Justin Arnold,Registrar,115.25,1991-05-02,2018-05-07,1967-08-30,Justin-Arnold458@gmail.com
4069,Bryan Mccoy,Conservator,59.11,2008-03-31,2019-04-12,1979-12-02,Bryan-Mccoy834@hotmail.com
4070,Jeffery Burnett,Conservator,71.50,1990-11-04,2020-12-28,1966-12-16,JefferyBurnett892@gmail.com
4071,Jonathan Coleman,Conservator,118.03,2010-11-23,2020-06-20,1984-10-27,JonathanColeman56@gmail.com
4072,Adam Johnston,Registrar,44.13,2022-03-30,2022-04-24,2000-10-26,Adam-Johnston168@hotmail.com
4073,Joseph Thompson,Curators,88.54,2013-03-06,2013-09-11,1987-08-29,JosephThompson866@hotmail.com
4074,Blake Chavez,Registrar,80.80,1993-05-19,2013-02-01,1967-12-14,Blake-Chavez244@gmail.com
4075,Angela Alvarez,Registrar,40.57,1996-03-12,1998-05-15,1964-03-19,Angela-Alvarez937@gmail.com
4076,Briana White,Conservator,96.76,2013-11-29,2017-09-21,1982-06-25,BrianaWhite709@gmail.com
4077,Kevin Conley,Guard,110.44,2003-11-02,2004-06-09,1982-07-06,Kevin_Conley19@gmail.com
4078,Shane Mitchell,Curators,69.61,2010-12-30,2015-03-28,1956-07-08,Shane_Mitchell428@gmail.com
4079,John Smith,Curators,40.14,2014-08-01,2017-12-13,1958-02-26,John-Smith480@gmail.com
4080,Brandy Romero,Exhibit Designer,82.69,2013-01-14,2022-03-02,1987-08-04,Brandy-Romero367@gmail.com
4081,Nathan Neal,Manager,57.48,2016-01-10,2016-01-21,1973-11-06,Nathan-Neal845@hotmail.com
4082,Debbie Burns,Manager,72.86,2015-09-20,2018-06-06,1971-12-22,DebbieBurns500@hotmail.com
4083,Yolanda Garner,Guard,71.93,2008-02-23,2019-02-14,1986-05-03,Yolanda-Garner624@gmail.com
4084,Nicole Brown,Educator/Guide,101.19,2004-08-03,2014-08-14,1976-09-03,Nicole_Brown894@gmail.com
4085,Robert Whitaker,Educator/Guide,87.12,1985-02-11,1990-12-22,1954-06-25,RobertWhitaker790@outlook.com
4086,Justin Allen,Manager,88.56,2020-05-08,2021-01-25,1991-01-31,Justin-Allen703@gmail.com
4087,Michael Mccarty,Cleaner,82.78,1989-12-20,2021-10-09,1955-07-16,Michael-Mccarty584@gmail.com
4088,Emily Griffith,Archivist,102.00,2013-08-12,2014-12-04,1974-06-12,EmilyGriffith192@outlook.com
4089,Jennifer Coffey,Conservator,54.80,2008-08-18,2022-03-21,1986-12-30,Jennifer-Coffey201@gmail.com
4090,Christopher Ruiz,Cleaner,69.47,2010-01-23,2016-10-11,1987-12-23,ChristopherRuiz632@gmail.com
4091,Rebecca Smith,Registrar,90.49,2011-05-13,2019-05-19,1971-11-14,Rebecca-Smith291@walla.com
4092,Dana Reyes,Cleaner,76.57,2021-07-25,2021-10-27,1999-07-22,Dana_Reyes681@walla.com
4093,Sarah Tucker,Educator/Guide,63.25,2002-08-01,2009-12-24,1970-08-03,Sarah_Tucker300@gmail.com
4094,Justin Smith,Exhibit Designer,72.12,2014-07-13,2017-04-08,1991-01-18,Justin-Smith449@gmail.com
4095,Marilyn Mckenzie,Manager,72.81,2017-08-28,2021-07-06,1992-12-28,MarilynMckenzie333@gmail.com
4096,Danielle Jones,Exhibit Designer,52.89,2016-09-23,2018-07-21,1990-03-23,Danielle_Jones299@gmail.com
4097,Sandra Hodges,Educator/Guide,31.87,2021-06-28,2021-12-16,1997-05-18,Sandra_Hodges799@gmail.com
4098,Tom Hanson,Educator/Guide,114.20,2014-08-26,2021-03-23,1966-08-27,TomHanson294@hotmail.com
4099,Rachel Martin,Manager,43.03,2008-10-25,2008-11-18,1978-05-09,Rachel_Martin652@gmail.com
4100,Susan Smith,Exhibit Designer,99.86,2012-11-02,2017-03-17,1981-08-02,SusanSmith249@gmail.com
4101,Mary Vance MD,Curators,87.78,2000-03-13,2008-08-01,1966-09-22,MaryVanceMD977@gmail.com
4102,Robin Matthews,Cleaner,71.72,2021-11-08,2022-03-07,1988-12-02,Robin_Matthews260@gmail.com
4103,Elizabeth Campbell,Registrar,80.66,2021-10-25,2022-02-07,2000-04-08,Elizabeth-Campbell854@hotmail.com
4104,Todd Wiley,Exhibit Designer,62.03,1993-11-12,2016-08-19,1963-12-07,Todd_Wiley136@gmail.com
4105,Jeremy Patterson,Conservator,69.79,2007-08-16,2011-05-18,1978-01-17,JeremyPatterson699@gmail.com
4106,Amanda Ramirez,Registrar,84.46,2020-09-22,2022-04-26,1996-09-20,Amanda_Ramirez325@gmail.com
4107,Joy Jimenez,Manager,57.02,2017-09-07,2019-11-05,1972-07-26,JoyJimenez505@gmail.com
4108,Jessica Williams,Conservator,56.33,2006-10-11,2014-11-27,1972-06-22,Jessica-Williams180@gmail.com
4109,Miss Marilyn Anderson,Curators,53.32,2015-11-27,2020-12-03,1982-07-04,Miss-Marilyn-Anderson124@gmail.com
4110,Heather Parker,Guard,89.41,2012-11-20,2014-09-30,1983-02-02,HeatherParker364@outlook.com
4111,Erika Smith,Exhibit Designer,69.60,1992-03-25,2004-10-10,1959-08-19,Erika_Smith225@gmail.com
4112,Derek Hill,Exhibit Designer,65.13,2019-05-10,2022-01-15,1995-11-12,Derek-Hill803@outlook.com
4113,Jessica Griffin,Curators,79.19,1998-09-25,2004-08-13,1977-09-18,JessicaGriffin611@gmail.com
4114,Cameron Kidd,Registrar,116.03,2017-07-27,2021-09-21,1957-04-02,Cameron_Kidd87@hotmail.com
4115,Jasmine Flynn,Manager,67.62,2018-06-14,2019-10-02,1993-01-11,Jasmine_Flynn626@gmail.com
